Author,Work,Book,Chapter,Line,Latin,English,Link
Vitruvius,De Architectura,1,3,2,"Haec autem ita fieri debent, ut habeatur ratio firmitatis, utilitatis, venustatis. firmitatis erit habita ratio, cum fueritfundamentorum ad solidum depressio, quaque e materia, copiarum sine avaritia diligens electio; utilitatis autem, cum fuerit emendata et sine inpeditione usus locorumdispositio et ad regiones sui cuiusque generis apta etcommoda distributio; venustatis vero, cum fuerit operisspecies grata et elegans membrorumque commensusiustas habeat symmetriarum ratiocinationes.","All these should possess strength, utility, and beauty. Strength arises from carrying down the foundations to a good solid bottom, and from making a proper choice of materials without parsimony. Utility arises from a judicious distribution of the parts, so that their purposes be duly answered, and that each have its proper situation. Beauty is produced by the pleasing appearance and good taste of the whole, and by the dimensions of all the parts being duly proportioned to each other.",
Vitruvius,De Architectura,1,5,1,"Cum ergo his rationibus erit salubritatis moeniumconlocandorum explicatio regionesque electae fuerintfructibus ad alendam civitatem copiosae, et viarummunitiones aut opportunitates fluminum seu per portusmarinae subvectionis habuerit ad moenia comportationesexpeditas, tunc turrium murorumque fundamenta sicsunt facienda, uti fodiantur, si queat inveniri, ad solidumet in solido, quantum ex amplitudine operis pro rationevideatur, crassitudine ampliore quam parietum, qui supraterram sunt futuri, et ea impleantur quam solidissimastructura.","When we are satisfied with the spot fixed on for the site of the city, as well as in respect of the goodness of the air as of the abundant supply of provisions for the support of the population, the communications by good roads, and river or sea navigation for the transport of merchandise, we should take into consideration the method of constructing the walls and towers of the city. Their foundations should be carried down to a solid bottom, if such can be found, and should be built thereon of such thickness as may be necessary for the proper support of that part of the wall which stands above the natural level of the ground. They should be of the soundest workmanship and materials, and of greater thickness than the walls above.",
Vitruvius,De Architectura,1,5,3,"Crassitudinem autem muri ita faciendam censeo, utiarmati homines supra obviam venientes alius alium sineinpeditione praeterire possint, dum in crassitudineperpetuae taleae oleagineae ustilatae quam creberrimeinstruantur, uti utraeque muri frontes inter se, quemadmodum fibulis, his taleis conligatae aeternamhabeant firmitatem; namque ei materiae nec caries nectempestates nec vetustas potest nocere, sed ea et in terraobruta et in aqua conlocata permanet sine vitiis utilissempiterno. itaque non solum in muro sed etiam insubstructionibus quique parietes murali crassitudineerunt faciundi, hac ratione religati non cito vitiabuntur.","The thickness of the walls should be sufficient for two armed men to pass each other with ease. The walls ought to be tied, from front to rear, with many pieces of charred olive wood; by which means the two faces, thus connected, will endure for ages. The advantage of the use of olive is, that it is neither affected by weather, by rot, or by age. Buried in the earth, or immersed in water, it lasts unimpaired: and for this reason, not only walls, but foundations, and such walls as are of extraordinary thickness, tied together therewith, are exceedingly lasting.",
Vitruvius,De Architectura,1,5,6,"Sed non in omnibus locis est aggeris ratio facienda, nisiquibus extra murum ex alto loco plano pede accessusfuerit ad moenia oppugnanda. itaque in eiusmodi locisprimum fossae sunt faciendae latitudinibus etaltitudinibus quam amplissimis, deinde fundamentummuri deprimendum est infra alveum fossae et idextruendum est ea crassitudine, ut opus terrenum facilesustineatur.","It is not, however, always necessary to construct them in this manner, except in places where the besiegers might gain high ground very near the walls, from which, over level ground, an assault could be made. In the construction of ramparts, very wide and deep trenches are first to be excavated; the bottom of which must be still further dug out, for receiving the foundation of the wall. This must be of sufficient thickness to resist the pressure of the earth against it.",
Vitruvius,De Architectura,2,7,5,"Cum ergo propter propinquitatem necessitas cogat exRubris lapidicinis et Pallensibus et quae sunt urbiproximae copiis uti, si qui voluerit sine vitiis perficere, itaerit praeparandum. cum aedificandum fuerit, antebiennium ea saxa non hieme sed aestate eximantur etiacentia permaneant in locis patentibus. quae autem eobiennio a tempestatibus tacta laesa fuerint, ea infundamenta coiciantur; cetera, quae non erunt vitiata, abnatura rerum probata durare poterunt supra terramaedificata. nec solum ea in quadratis lapidibus suntobservanda, sed etiam in caementiciis structuris.","But as necessity, on account of proximity to the quarries, obliges us to use the red sort of stone, that of the Pallienses and other species in the immediate vicinity of the city, in order to find that which is least defective, let it be selected as follows. Two years before the commencement of the building, the stones should be extracted from the quarries in the summer season; by no means in the winter; and they should then be exposed to the vicissitudes and action of the weather. Those which, after two years' exposure, are injured by the weather, may be used in the foundations; but those which continue sound after this ordeal, will endure in the parts above ground. These rules apply equally to squared as to rubble or unsquared stone work.",
Vitruvius,De Architectura,2,8,20,"Craticii vero velim quidem ne inventi essent; quantum enim celeritate et loci laxamento prosunt, tanto maiori et communi sunt calamitati, quod ad incendia uti faces sunt parati. itaque satius esse videtur inpensa testaceorum in sumptu, quam compendio craticiorum esse in periculo. etiamque in tectoriis operibus rimas hi faciunt arrectariorum et transversariorum dispositione. cum enim linuntur, recipientes umorem turgescunt, deinde siccescendo contrahuntur et ita extenuati disrumpunt tectoriorum soliditatem. sed quoniam nonnullos celeritas aut inopia aut in pendenti loco dissaeptio cogit, sic erit faciundum. solum substruatur aliae, ut sit intactum ab rudere et pavimento; obruta enim in his cum sunt, vetustate marcida fiunt; deinde subsidentia proclinantur et disrumpunt speciem tectoriorum.
De parietibus et apparitione generatim materiae eorum, quibus sint virtutibus et vitiis, quemadmodum potui, exposui; de contignationibus autem et copiis earum, quibus comparentur, ut ad vetustatem non sint infirmae, uti natura rerum monstrat, explicabo.","As to wattled walls, would they had never been invented, for though convenient and expeditiously made, they are conducive to great calamity from their acting almost like torches in case of fire. It is much better, therefore, in the first instance, to be at the expense of burnt bricks, than from parsimony to be in perpetual risk. Walls moreover, of this sort, that are covered with plaster are always full of cracks, arising from the crossing of the laths; for when the plastering is laid on wet, it swells the wood, which contracts as the work dries, breaking the plastering. But if expedition, or want of funds, drives us to the use of this sort of work, or as an expedient to bring work to a square form, let it be executed as follows. The surface of the foundation whereon it is to stand must be somewhat raised from the ground or pavement. Should it ever be placed below them it will rot, settle, and bend forward, whereby the face of the plastering will be injured. I have already treated on walls, and generally on the mode of preparing and selecting the materials for them. I shall now proceed to the use of timber in framing, and to a description of its several sorts, as also of the mode of fitting timbers together, so that they may be as durable as their nature will permit.",
Vitruvius,De Architectura,2,9,10,"Alnus autem, quae proxima fluminum ripis procreatur etminime materies utilis videtur, habet in se egregiasrationes. etenim est aere et igni plurimo temperata, nonmultum terreno, umore paulo. itaque in palustribus locisinfra fundamenta aedificiorum palationibus crebre fixa, recipiens in se quod minus habet in corpore liquoris, permanet inmortalis ad aeternitatem et sustinet inmaniapondera structurae et sine vitiis conservat. ita quae nonpotest extra terram paulum tempus durare, ea in umoreobruta permanet ad diuturnitatem.","The alder, which grows on the banks of rivers, and is to appearance an almost useless wood, possesses nevertheless most excellent qualities, inasmuch as it contains much air and fire, not a great deal of earth, and less water. Its freeness from water makes it almost eternal in marshy foundations used for piling under buildings, because, in these situations, it receives that moisture which it does not possess naturally. It bears immense weights and does not decay. Thus we see that timber which above ground soon decays, lasts an amazing time in a damp soil.",
Vitruvius,De Architectura,2,9,11,"Est autem maxime id considerare Ravennae, quod ibiomnia opera et publica et privata sub fundamentis eiusgeneris habeant palos. ulmus vero et fraxinus maximoshabent umores minimumque aeris et ignis, terrenitemperate. ea e mixtione comparatae, sunt in operibus, cum fabricantur, lentae et ab pondere umoris non habentrigorem et celeriter pandant; simul autem vetustate suntaridae factae aut in agro perfecto qui est eis liquor stantesemoriuntur, fiunt duriores et in commissuris etcoagmentationibus ab lentitudine firmas recipiuntcatenationes.",#VALUE!,
Vitruvius,De Architectura,3,4,1,"Fundationes eorum operum fodiantur, si queat inveniri,ad solidum et in solido, quantum ex amplitudine operispro ratione videbitur, extruaturque structura totum solumquam solidissima. supraque terram parietes extruantursub columnas dimidio crassiores quam columnae suntfuturae, uti firmiora sint inferiora superioribus; quaestereobates appellantur, nam excipiunt onera. spirarumque proiecturae non procedant extra solidum; item supra parietis ad eundem modum crassitudoservanda est. intervalla autem concamaranda autsolidanda festucationibus, uti distineantur.","If solid ground can be come to, the foundations should go down to it and into it, according to the magnitude of the work, and the substruction should be built up as solid as possible. Above the ground the wall should be one-half thicker than the columns it is to receive, so that lower parts which carry the greatest weight, may be stronger than the upper part, which is called the stereobata: nor must the mouldings of the bases of the columns project beyond the solid. Thus, also, should be regulated the thickness of all walls above ground. The intervals between the foundations brought up under the columns, should be either rammed down hard, or arched, so as to prevent the foundation piers from swerving.",
Vitruvius,De Architectura,3,4,2,"Sin autem solidum non invenietur, sed locus eritcongesticius ad imum aut paluster, tunc is locus fodiaturexinaniaturque et palis alneis aut oleagineis aut robusteisustilatis configatur, sublicaque machinis adigatur quamcreberrime, carbonibusque expleantur intervalla palorum, et tunc structuris solidissimis fundamenta impleantur. extructis autem fundamentis ad libramentum stylobataesunt conlocandi.","If solid ground cannot be come to, and the ground be loose or marshy, the place must be excavated, cleared, and either alder, olive, or oak piles, previously charred, must be driven with a machine, as close to each other as possible, and the intervals, between the piles, filled with ashes. The heaviest foundations may be laid on such a base.",
Vitruvius,De Architectura,5,3,3,"Fundamentorum autem, si in montibus fuerint, faciliorerit ratio; sed si necessitas coegerit in plano aut palustriloco ea constitui, solidationes substructionesque ita eruntfaciendae, quemadmodum de fundationibus aediumsacrarum in tertio libro est scriptum. insuper fundamentalapideis et marmoreis copiis gradationes ab substructionefieri debent.","The construction of the foundations will be more easily managed, if the work be on a hill; but if we are compelled to lay them on a plain, or in a marshy spot, the piling and foundations must be conducted as described for the foundations of temples in the third book. On the foundations, steps (gradationes) are raised, of stone and marble.",
Vitruvius,De Architectura,5,12,3,"Deinde tunc in eo loco, qui definitus erit, arcae stipitibus robusteis et catenis inclusae in aquam demittendae destinandaeque firmiter; deinde inter ea extrastilis inferior pars sub aqua exaequanda et purganda, et caementis ex mortario materia mixta, quemadmodum supra scriptum est, ibi congerendum, doneque compleatur structurae spatium, quod fuerit inter arcas. hoc autem munus naturale habent ea loca, quae supra scripta sunt.
Sin autem propter fluctus aut impetus aperti pelagi destinae arcas non potuerint continere, tunc ab ipsa terra sive crepidine pulvinus quam firmissime struatur, isque pulvinus exaequata struatur planitia minus quam dimidiae partis, reliquum, quod est proxime litus, proclinatum latus","Then, in the place selected, damsº are formed in the water, of oaken piles tied together with chain pieces, which are driven firmly into the bottom. Between the ranges of piles, below the level of the water, the bed is dug out and levelled, and the work carried up with stones and mortar, compounded as above directed, till the wall fills the vacant space of the dam. If, however, from the violence of the waves and open sea the dams cannot be kept together, then on the edge of the main land, a foundation for a wall is constructed of the greatest possible strength; this foundation is laid horizontally, throughout rather less than half its length; the remainder, which is towards the shore, is made to overhang.",
Vitruvius,De Architectura,5,12,4,"habeat. deinde ad ipsam aquam et latera pulvino circitersesquipedales margines struantur aequilibres ex planitia,quae est supra scripta; tunc proclinatio ea impleaturharena et exaequetur cum margine et planitia pulvini. deinde insuper eam exaequationem pila, quam magnaconstituta fuerit, ibi struatur; eaque, cum erit extructa, relinquatur ne minus duos menses, ut siccescat. tuncautem succidatur margo, quae sustinet harenam; itaharena fluctibus subruta efficiet in mare pilaepraecipitationem. hac ratione, quotienscumque opusfuerit, in aquam poterit esse progressus.","Then, on the side towards the water, and on the flanks round the foundation, margins, projecting•a foot and a half, are brought up to the level already mentioned. The overhanging part is filled up underneath with sand, brought up level with the foundation. On the level bed thus prepared, as large a pier as possible is built, which must remains for at least two months to set. The margin which incloses the sand is then removed, and the sand being washed away by the action of the waves causes the fall of the mass into the sea, and by a repetition of this expedient the work may be carried forward into the sea.",
Vitruvius,De Architectura,5,12,5,"In quibus autem locis pulvis non nascitur, his rationibuserit faciendum, uti arcae duplices relatis tabulis et catenisconligatae in eo loco, qui finitus erit, constituantur, etinter destinas creta in aeronibus ex ulva palustri factiscalcetur. cum ita bene calcatum et quam densissimefuerit, tunc cocleis, rotis, tympanis conlocatis locus, qui easaeptione finitus fuerit, exinaniatur sicceturque, et ibiinter saeptiones fundamenta fodiantur. si terrena erunt,usque ad solidum, crassiora quam qui murus suprafuturus erit, et tunc structura ex caementis calce et harenacompleantur.","When the place does not afford the powder named, the following method is to be adopted. Double dams are constructed, well connected with planks and chain pieces, and the cavity between them is filled up with clay and marsh weed well rammed down. When rammed down and squeezed as close as possible, the water is emptied out with screw pumps or water wheels, and the place is emptied and dried, and the foundations excavated. If the bottom be of loose texture, it must be dug out till a solid bottom is come to, wider than the wall about to be erected, and the wall is then built of stone, lime, and sand.",
Vitruvius,De Architectura,5,12,6,"Sin autem mollis locus erit, palis ustilatis alneis autoleagineis configantur et carbonibus compleantur, quemadmodum in theatrorum et muri fundationibus estscriptum. deinde tunc quadrato saxo murus ducaturiuncturis quam longissimis, uti maxime medii lapidescoagmentis contineantur. tunc, qui locus erit intermurum, ruderatione sive structura compleatur. ita erit utipossit turris insuper aedificari.","But if the bottom be very soft, alder, olive, or oak piles, previously charred, must be driven, and the intervals between them filled with coals, as directed above for the foundations of theatres and walls. The wall is then raised with squared stones, the joints of which are to be as long as possible, in order that the middle stones may be well tied in. The inside of the wall is then filled with rubble or masonry; and on this, even a tower might be erected.",
Vitruvius,De Architectura,6,8,1,"Aedificia quae plano pede instituuntur, si fundamentaeorum facta fuerint ita, ut in prioribus libris de muro ettheatris a nobis est expositum, ad vetustatem ea eruntsine dubitatione firma. sin autem hypogeaconcamarationesque instituentur, fundationes eorum fieridebent crassiores, quam quae in superioribus aedificiisstructurae sunt futurae. eorumque parietes, pilae, columnae ad perpendiculum inferiorum medioconlocentur, uti solido respondeant; nam si inpendentibus onera fuerint parietum aut columnarum, nonpoterint habere perpetuam firmitatem.","In those buildings which are raised from the level of the ground, if the foundations are laid according to the rules given in the preceding books for the construction of wall and theatres, they will be very durable; but if under-ground apartments (hypogea) and vaults are to be built, their foundations must be thicker than the wall of the upper part of the edifice, which, as well as the pilasters and columns, must stand vertically over the middle of the foundations below, so that they may be on the solid part. For if the weight of the wall or columns have a false bearing, they cannot last long.",
Vitruvius,De Architectura,6,8,6,"Itaque, ut huic vitio medeatur, sic erit faciundum, utprimum pro amplitudine congestionis crassitudostructurae constituatur. deinde in frontibus anterides, siveerismae sunt, una struantur, eaeque inter se distent tantospatio, quanta altitudo substructionis est futura, crassitudine eadem, qua substructio; procurrat autem abimo, pro quam crassitudo constituta fuerit substructionis, deinde contrahatur gradatim, ita uti summam habeatprominentiam, quanta operis est crassitudo.","To remedy this evil, the thickness of the wall must be proportioned to the weight of earth against it, and, in front, counterforts (anterides) or buttresses (erismæ) are carried up with the wall, at a distance from each other equal to the height of the foundations, and of the same width as the foundations. Their projection at bottom is equal in thickness to the wall, and diminishing as they rise, their projection at top is equal to the thickness of the work:",
Vitruvius,De Architectura,6,8,7,"Praeterea introrsus contra terrenum coniuncta muroserratim struantur, uti singuli dentes ab muro tantumdistent, quanta altitudo futura erit substructionis; crassitudines autem habeant dentium structurae uti muri. item in extremis angulis cum recessum fuerit ab interioreangulo spatio altitudinis substructionis, in utramquepartem signetur, et ab his signis diagonios structuraconlocetur, et ab ea media altera coniuncta cum angulomuri. ita dentes et diagonioe structurae non patientur totavi premere murum, sed dissipabunt retinendo impetumcongestionis.","adjoining the inside of the wall, towards the mass of ground, teeth similar to those of a saw are constructed, each of which projects from the wall a distance equal to the height of the foundations, and their thickness is to be equal to that of the foundation wall. An extent equal to the height of the foundations is taken at the outer angles, and marked by points on each side; and through these a diagonal is drawn, on which a wall is carried up, and from the middle of this another is attached to the angle of the wall. The teeth and diagonal wall being thus constructed, will discharge the weight of earth from the wall, by distributing its pressure over a large surface.",
Vitruvius,De Architectura,7,0,15,"Amplius vero in id genus scripturae adhuc nemoincubuisse videtur, cum fuissent et antiqui cives magniarchitecti, qui potuissent non minus eleganter scriptacomparare. namque Athenis Antistates et Callaeschros etAntimachides et Porinos architecti Pisistrato aedem IoviOlympio facienti fundamenta constituerunt, post mortemautem eius propter interpellationem reipublicae inceptareliquerunt. itaque circiter annis quadringentis postAntiochus rex, cum in id opus inpensam esset pollicitus, cellae magnitudinem et columnarum circa dipteronconlocationem epistyliorumque et ceterorumornamentorum ad symmetriam distributionem magnasollertia scientiaque summa civis Romanus Cossutiusnobiliter est architectatus. id autem opus non modo vulgo, sed etiam in paucis a magnificentia nominatur.","Besides these, I do not recollect any one that up to this time has written, though we have formerly produced great architects, and such as were well qualified to have written with elegance. In fact the foundations of the temple of Jupiter Olympius at Athens were prepared by Antistates, Callæschrus, Antimacides and Porinus, architects employed by Pisistratus, after whose death, on account of the troubles which affected the republic, the work was abandoned. About two hundred years afterwards, king Antiochus, having agreed to supply the money for the work, a Roman citizen, named Cossutius, designed with great skill and taste the cell, the dipteral arrangement of the columns, the cornices, and other ornaments. This work is not only universally esteemed, but is accounted one of the rarest specimens of magnificence.",
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
