Author,Work,Book,Chapter,Line,Greek,English
Pausanias,Description of Greece,1,3,5,"ᾠκοδόμηται δὲ καὶ Μητρὸς θεῶν ἱερόν, ἣν Φειδίας εἰργάσατο, καὶ πλησίον τῶν πεντακοσίων καλουμένων βουλευτήριον, οἳ βουλεύουσιν ἐνιαυτὸν Ἀθηναίοις: Βουλαίου δὲ ἐν αὐτῷ κεῖται ξόανον Διὸς καὶ Ἀπόλλων τέχνη Πεισίου καὶ Δῆμος ἔργον Λύσωνος. τοὺς δὲ θεσμοθέτας ἔγραψε Πρωτογένης Καύνιος, Ὀλβιάδης δὲ Κάλλιππον, ὃς Ἀθηναίους ἐς

Θερμοπύλας ἤγαγε φυλάξοντας τὴν ἐς τὴν Ἑλλάδα Γαλατῶν ἐσβολήν.","Here is built also a sanctuary of the Mother of the gods; the image is by Pheidias.13 Hard by is the council chamber of those called the Five Hundred, who are the Athenian councillors for a year. In it are a wooden figure of Zeus Counsellor and an Apollo, the work of Peisias,14 and a Demos by Lyson. The thesmothetae (lawgivers) were painted by Protogenes15 the Caunian, and Olbiades16 portrayed Callippus, who led the Athenians to Thermopylae to stop the incursion of the Gauls into Greece.17"
Pausanias,Description of Greece,1,16,1,"ἀνδριάντες δὲ χαλκοῖ κεῖνται πρὸ μὲν τῆς στοᾶς Σόλωνὁ τοὺς νόμους Ἀθηναίοις γράψας, ὀλίγον δὲ ἀπωτέρωΣέλευκος, ᾧ καὶ πρότερον ἐγένετο ἐς τὴν εὐδαιμονίαντὴν μέλλουσαν σημεῖα οὐκ ἀφανῆ. Σελεύκῳ γάρ, ὡςὡρμᾶτο ἐκ Μακεδονίας σὺν Ἀλεξάνδρῳ, θύοντι ἐνΠέλλῃ τῷ Διὶ τὰ ξύλα τὰ ἐπὶ τοῦ βωμοῦ κείμεναπρούβη τε αὐτόματα πρὸς τὸ ἄγαλμα καὶ ἄνευ πυρὸςἥφθη. τελευτήσαντος δὲ Ἀλεξάνδρου ΣέλευκοςἈντίγονον ἐς Βαβυλῶνα ἀφικόμενον δείσας καὶ παρὰΠτολεμαῖον φυγὼν τὸν Λάγου κατῆλθεν αὖθις ἐςΒαβυλῶνα, κατελθὼν δὲ ἐκράτησε μὲν τῆς Ἀντιγόνουστρατιᾶς καὶ αὐτὸν ἀπέκτεινεν Ἀντίγονον, εἷλε δὲἐπιστρατεύσαντα ὕστερον Δημήτριον τὸν Ἀντιγόνου.","Here are placed bronze statues, one, in front of the portico, of Solon, who composed the laws for the Athenians,57 and, a little farther away, one of Seleucus, whose future prosperity was foreshadowed by unmistakable signs. When he was about to set forth from Macedonia with Alexander, and was sacrificing at Pella to Zeus, the wood that lay on the altar advanced of its own accord to the image and caught fire without the application of a light."
Pausanias,Description of Greece,1,18,5,"πλησίον δὲ ᾠκοδόμητο ναὸς Εἰλειθυίας, ἣνἐλθοῦσαν ἐξ Ὑπερβορέων ἐς Δῆλον γενέσθαι βοηθὸνταῖς Λητοῦς ὠδῖσι, τοὺς δὲ ἄλλους παρ᾽ αὐτῶν φασιτῆς Εἰλειθυίας μαθεῖν τὸ ὄνομα: καὶ θύουσί τεΕἰλειθυίᾳ Δήλιοι καὶ ὕμνον ᾁδουσιν Ὠλῆνος. Κρῆτες δὲχώρας τῆς Κνωσσίας ἐν Ἀμνισῷ γενέσθαι νομίζουσινΕἰλείθυιαν καὶ παῖδα Ἥρας εἶναι: μόνοις δὲ Ἀθηναίοιςτῆς Εἰλειθυίας κεκάλυπται τὰ ξόανα ἐς ἄκρους τοὺςπόδας. τὰ μὲν δὴ δύο εἶναι Κρητικὰ καὶ Φαίδραςἀναθήματα ἔλεγον αἱ γυναῖκες, τὸ δὲ ἀρχαιότατονἘρυσίχθονα ἐκ Δήλου κομίσαι.","Hard by is built a temple of Eileithyia, who they say came from the Hyperboreans to Delos and helped Leto in her labour; and from Delos the name spread to other peoples. The Delians sacrifice to Eileithyia and sing a hymn of Olen. But the Cretans suppose that Eileithyia was born at Auunisus in the Cnossian territory, and that Hera was her mother. Only among the Athenians are the wooden figures of Eileithyia draped to the feet. The women told me that two are Cretan, being offerings of Phaedra, and that the third, which is the oldest, Erysichthon brought from Delos."
Pausanias,Description of Greece,1,21,5,"ἐνταῦθα ἄλλα τε καὶ Σαυροματικὸς ἀνάκειταιθώραξ: ἐς τοῦτόν τις ἰδὼν οὐδὲν ἧσσον Ἑλλήνων τοὺςβαρβάρους φήσει σοφοὺς ἐς τὰς τέχνας εἶναι. Σαυρομάταις γὰρ οὔτε αὐτοῖς σίδηρός ἐστινὀρυσσόμενος οὔτε σφίσιν ἐσάγουσιν: ἄμικτοι γὰρμάλιστα τῶν ταύτῃ βαρβάρων εἰσί. πρὸς οὖν τὴνἀπορίαν ταύτην ἐξεύρηταί σφισιν: ἐπὶ μὲν τοῖς δόρασιναἰχμὰς ὀστεΐνας ἀντὶ σιδήρου φοροῦσι, τόξα τεκράνινα καὶ ὀιστοὺς καὶ ὀστεΐνας ἀκίδας ἐπὶ τοῖςὀιστοῖς: καὶ σειραῖς περιβαλόντες τῶν πολεμίωνὁπόσους καὶ τύχοιεν, τοὺς ἵππους ἀποστρέψαντεςἀνατρέπουσι τοὺς ἐνσχεθέντας ταῖς σειραῖς.","Among the votive offerings there is a Sauromatic breast plate. On seeing this a man will say that no less than Greeks are foreigners skilled in the arts. For the Sauromatae have no iron, neither mined by them selves nor yet imported. They have, in fact, no dealings at all with the foreigners around them. To meet this deficiency they have contrived inventions. In place of iron they use bone for their spear-blades, and cornel-wood for their bows and arrows, with bone points for the arrows. They throw a lasso round any enemy they meet, and then turning round their horses upset the enemy caught in the lasso."
Pausanias,Description of Greece,1,23,7,"καὶ ἄλλα ἐν τῇ Ἀθηναίων ἀκροπόλει θεασάμενος οἶδα, Λυκίου τοῦ Μύρωνος χαλκοῦν παῖδα, ὃς τὸ περιρραντήριον ἔχει, καὶ Μύρωνος Περσέα τὸ ἐς Μέδουσαν ἔργον εἰργασμένον. καὶ Ἀρτέμιδος ἱερόν ἐστι Βραυρωνίας, Πραξιτέλους μὲν τέχνη τὸ ἄγαλμα, τῇ θεῷ δέ ἐστιν ἀπὸ Βραυρῶνος δήμου τὸ ὄνομα καὶ τὸ ἀρχαῖον ξόανόν ἐστιν ἐν Βραυρῶνι, Ἄρτεμις ὡς

λέγουσιν ἡ Ταυρική.","I remember looking at other things also on the Athenian Acropolis, a bronze boy holding the sprinkler, by Lycius son of Myron, and Myron's Perseus after beheading Medusa. There is also a sanctuary of Brauronian Artemis; the image is the work of Praxiteles, but the goddess derives her name from the parish of Brauron. The old wooden image is in Brauron, the Tauric Artemis as she is called."
Pausanias,Description of Greece,1,23,8,"ἵππος δὲ ὁ καλούμενος Δούριος ἀνάκειται χαλκοῦς. καὶ ὅτι μὲν τὸ ποίημα τὸ Ἐπειοῦ μηχάνημα ἦν ἐςδιάλυσιν τοῦ τείχους, οἶδεν ὅστις μὴ πᾶσαν ἐπιφέρειτοῖς Φρυξὶν εὐήθειαν: λέγεται δὲ ἔς τε ἐκεῖνον τὸνἵππον ὡς τῶν Ἑλλήνων ἔνδον ἔχοι τοὺς ἀρίστους, καὶδὴ καὶ τοῦ χαλκοῦ τὸ σχῆμά ἐστι κατὰ ταῦτα: καὶΜενεσθεὺς καὶ Τεῦκρος ὑπερκύπτουσιν ἐξ αὐτοῦ, προσέτι δὲ καὶ οἱ παῖδες οἱ Θησέως.","There is the horse called Wooden set up in bronze. That the work of Epeius was a contrivance to make a breach in the Trojan wall is known to everybody who does not attribute utter silliness to the Phrygians. But legend says of that horse that it contained the most valiant of the Greeks, and the design of the bronze figure fits in well with this story. Menestheus and Teucer are peeping out of it, and so are the sons of Theseus."
Pausanias,Description of Greece,1,27,1,"κεῖται δὲ ἐν τῷ ναῷ τῆς Πολιάδος Ἑρμῆς ξύλου, Κέκροπος εἶναι λεγόμενον ἀνάθημα, ὑπὸ κλάδων μυρσίνης οὐ σύνοπτον. ἀναθήματα δὲ ὁπόσα ἄξια λόγου, τῶν μὲν ἀρχαίων δίφρος ὀκλαδίας ἐστὶ Δαιδάλου ποίημα, λάφυρα δὲ ἀπὸ Μήδων Μασιστίου θώραξ, ὃς εἶχεν ἐν Πλαταιαῖς τὴν ἡγεμονίαν τῆς ἵππου, καὶ ἀκινάκης Μαρδονίου λεγόμενος εἶναι. Μασίστιον μὲν δὴ τελευτήσαντα ὑπὸ τῶν Ἀθηναίων οἶδα ἱππέων: Μαρδονίου δὲ μαχεσαμένου Λακεδαιμονίοις ἐναντία καὶ ὑπὸ ἀνδρὸς Σπαρτιάτου πεσόντος οὐδ᾽ ἂν ὑπεδέξαντο ἀρχὴν οὐδὲ ἴσως Ἀθηναίοις παρῆκαν φέρεσθαι Λακεδαιμόνιοι τὸν ἀκινάκην.","In the temple of Athena Polias (Of the City) is a wooden Hermes, said to have been dedicated by Cecrops, but not visible because of myrtle boughs. The votive offerings worth noting are, of the old ones, a folding chair made by Daedalus, Persian spoils, namely the breastplate of Masistius, who commanded the cavalry at Plataea,84 and a scimitar said to have belonged to Mardonius. Now Masistius I know was killed by the Athenian cavalry. But Mardonius was opposed by the Lacedaemonians and was killed by a Spartan; so the Athenians could not have taken the scimitar to begin with, and furthermore the Lacedaemonians would scarcely have suffered them to carry it off."
Pausanias,Description of Greece,1,29,2,"Ἀθηναίοις δὲ καὶ ἔξω πόλεως ἐν τοῖς δήμοις καὶ κατὰτὰς ὁδοὺς θεῶν ἐστιν ἱερὰ καὶ ἡρώων καὶ ἀνδρῶντάφοι: ἐγγυτάτω δὲ Ἀκαδημία, χωρίον ποτὲ ἀνδρὸςἰδιώτου, γυμνάσιον δὲ ἐπ᾽ ἐμοῦ. κατιοῦσι δ᾽ ἐς αὐτὴνπερίβολός ἐστιν Ἀρτέμιδος καὶ ξόανα Ἀρίστης καὶΚαλλίστης: ὡς μὲν ἐγὼ δοκῶ καὶ ὁμολογεῖ τὰ ἔπη τὰΠάμφω, τῆς Ἀρτέμιδός εἰσιν ἐπικλήσεις αὗται, λεγόμενον δὲ καὶ ἄλλον ἐς αὐτὰς λόγον εἰδὼςὑπερβήσομαι. καὶ ναὸς οὐ μέγας ἐστίν, ἐς ὃν τοῦΔιονύσου τοῦ Ἐλευθερέως τὸ ἄγαλμα ἀνὰ πᾶν ἔτοςκομίζουσιν ἐν τεταγμέναις ἡμέραις.","Outside the city, too, in the parishes and on the roads, the Athenians have sanctuaries of the gods, and graves of heroes and of men. The nearest is the Academy, once the property of a private individual, but in my time a gymnasium. As you go down to it you come to a precinct of Artemis, and wooden images of Ariste (Best) and Calliste (Fairest). In my opinion, which is supported by the poems of Pamphos, these are surnames of Artemis. There is another account of them, which I know but shall omit. Then there is a small temple, into which every year on fixed days they carry the image of Dionysus Eleuthereus."
Pausanias,Description of Greece,1,31,4,"ταῦτα μὲν δὴ οὕτω λέγεται, Φλυεῦσι δέ εἰσι καὶΜυρρινουσίοις τοῖς μὲν Ἀπόλλωνος Διονυσοδότου καὶἈρτέμιδος Σελασφόρου βωμοὶ Διονύσου τε Ἀνθίου καὶνυμφῶν Ἰσμηνίδων καὶ Γῆς, ἣν Μεγάλην θεὸνὀνομάζουσι: ναὸς δὲ ἕτερος ἔχει βωμοὺς ΔήμητροςἈνησιδώρας καὶ Διὸς Κτησίου καὶ Τιθρωνῆς Ἀθηνᾶςκαὶ Κόρης Πρωτογόνης καὶ Σεμνῶν ὀνομαζομένωνθεῶν: τὸ δὲ ἐν Μυρρινοῦντι ξόανόν ἐστι Κολαινίδος. Ἀθμονεῖς δὲ τιμῶσιν Ἀμαρυσίαν Ἄρτεμιν:","Such is the legend. Phlya and Myrrhinus have altars of Apollo Dionysodotus, Artemis Light-bearer, Dionysus Flower-god, the Ismenian nymphs and Earth, whom they name the Great goddess; a second temple contains altars of Demeter Anesidora (Sender-up of Gifts), Zeus Ctesius (God of Gain), Tithrone Athena, the Maid First-born and the goddesses styled August. The wooden image at Myrrhinus is of Colaenis."
Pausanias,Description of Greece,1,33,1,"Μαραθῶνος δὲ ἀπέχει τῇ μὲν Βραυρών, ἔνθαἸφιγένειαν τὴν Ἀγαμέμνονος ἐκ Ταύρων φεύγουσαν τὸἄγαλμα ἀγομένην τὸ Ἀρτέμιδος ἀποβῆναι λέγουσι, καταλιποῦσαν δὲ τὸ ἄγαλμα ταύτῃ καὶ ἐς Ἀθήνας καὶὕστερον ἐς Ἄργος ἀφικέσθαι: ξόανον μὲν δὴ καὶ αὐτόθιἐστὶν Ἀρτέμιδος ἀρχαῖον, τὸ δὲ ἐκ τῶν βαρβάρωνοἵτινες κατὰ γνώμην ἔχουσι τὴν ἐμήν, ἐν ἑτέρῳ λόγῳδηλώσω:","At some distance from Marathon is Brauron, where, according to the legend, Iphigenia, the daughter of Agamemnon, landed with the image of Artemis when she fled from the Tauri; leaving the image there she came to Athens also and afterwards to Argos. There is indeed an old wooden image of Artemis here, but who in my opinion have the one taken from the foreigners I will set forth in another place."
