Author,Work,Book,Chapter,Line,Latin,English,Link
Vitruvius,De Architectura,1,5,3,"Crassitudinem autem muri ita faciendam censeo, uti armati homines supra obviam venientes aliusalium sine inpeditione praeterire possint, dum incrassitudine perpetuae taleae oleagineae ustilataequam creberrime instruantur, uti utraeque murifrontes inter se, quemadmodum fibulis, his taleisconligatae aeternam habeant firmitatem; namqueei materiae nec caries nec tempestates necvetustas potest nocere, sed ea et in terra obruta etin aqua conlocata permanet sine vitiis utilissempiterno. itaque non solum in muro sed etiamin substructionibus quique parietes muralicrassitudine erunt faciundi, hac ratione religatinon cito vitiabuntur.","The walls ought to be tied, from front to rear, with many pieces of charred olive wood; by which means the two faces, thus connected, will endure for ages. The advantage of the use of olive is, that it is neither affected by weather, by rot, or by age.",
Vitruvius,De Architectura,1,5,4,"Intervalla autem turrium ita sunt facienda, ut nelongius sit alia ab alia sagittae missionis, uti, siqua oppugnetur, tum a turribus, quae erunt dextrasinistra, scorpionibus reliquisque telorummissionibus hostes reiciantur. etiamque contrainteriores partes turrium dividendus est murusintervallis tam magnis, quam erunt turres, utitinera sint interioribus partibus turriumcontignata, neque ea ferro fixa; hostis enim siquam partem muri occupaverit, qui repugnabuntrescindent et, si celeriter administraverint, nonpatientur reliquas partes turrium murique hostempenetrare, nisi se voluerit praecipitare.","The walls will be intercepted by the lower parts of the towers where they occur, leaving an interval equal to the width of the tower; which space the tower will consequently occupy: but the communication across the void inside the tower, must be of wood, not at all fastened with iron: so that, if the enemy obtain possession of any part of the walls, the wooden communication may be promptly cut away by the defenders, and thus prevent the enemy from penetrating to the other parts of the walls without the danger of precipitating themselves into the vacant hollows of the towers.",
Vitruvius,De Architectura,2,1,1,"Homines vetere more ut ferae in silvis et spelunciset nemoribus nascebantur ciboque agrestivescendo vitam exigebant. interea quodam in locoab tempestatibus et ventis densae crebritatibusarbores agitatae et inter se terentes ramos ignemexcitaverunt, et eius flamma vehementi perterriti, qui circa eum locum fuerunt, sunt fugati. postea requieta propius accedentes cum animadvertissentcommoditatem esse magnam corporibus ignisteporem, ligna adicientes et îs conservantes aliosadducebant et nutu monstrantes ostendebant, quas haberent ex eo utilitates. in eo hominumcongressu cum profundebantur aliter atque alitere spiritu voces, cotidiana consuetudine vocabula, ut obtigerant, constituerunt, deinde significandores saepius in usu ex eventu fari fortuito coeperuntet ita sermones inter se procreaverunt.","Mankind originally brought forth like the beasts of the field, in woods, dens, and groves, passed their lives in a savage manner, eating the simple food which nature afforded. ",
Vitruvius,De Architectura,2,1,4,"Haec autem ex îs, quae supra scriptae sunt, originibus instituta esse possumus sicanimadvertere, quod ad hunc diem nationibusexteris ex his rebus aedificia constituuntur, utiGallia, Hispania, Lusitania, Aquitania scandulisrobusteis aut stramentis. apud nationemColchorum in Ponto propter silvarumabundantiam arboribus perpetuis planis dextra acsinistra in terra positis, spatio inter eas relictoquanto arborum longitudines patiuntur, conlocantur in extremis partibus earum supraalterae transversae, quae circumcludunt mediumspatium habitationis. tum insuper alternistrabibus ex quattuor partibus angulosiugumentantes et ita parietes arboribus statuentesad perpendiculum imarum educunt adaltitudinem turres, intervallaque, quaerelinquuntur propter crassitudinem materiae,schidiis et luto obstruunt. item tecta, recidentes adextremos angulos transtra, traiciunt gradatimcontrahentes, et ita ex quattuor partibus adaltitudinem educunt medio metas, quas fronde etluto tegentes efficiunt barbarico more testudinataturrium tecta.","The woods of the Colchi, in Pontus, furnish such abundance of timber, that they build in the following manner. ",
Vitruvius,De Architectura,2,7,1,"De calce et harena, quibus varietatibus sint et quashabeant virtutes, dixi. sequitur ordo de lapidicinisexplicare, de quibus et quadrata saxa etcaementorum ad aedificia eximuntur copiae etcomparantur. haec autem inveniuntur essedisparibus et dissimilibus virtutibus. sunt enimaliae molles, uti sunt circa urbem Rubrae, Pallenses, Fidenates, Albanae; aliae temperatae, uti Tiburtinae, Amiterninae, Soractinae et quaesunt his generibus; nonnullae durae, uti siliceae. sunt etiam alia genera plura, uti in Campaniarubrûm et nigrûm tofûm, in Umbria et Piceno etin Venetia albus, quod etiam serra dentata utilignum secatur.","There are many other species, as the red and black sandstone (tophus) of Campania, and the white sort of Umbria, Picenum, and Venice, which is cut with a saw like wood.",
Vitruvius,De Architectura,2,8,9,"De latericiis vero, dummodo ad perpendiculumsint stantes, nihil deducitur, sed quanti fuerintolim facti, tanti esse semper aestimantur. itaquenonnullis civitatibus et publica opera et privatasdomos etiam regias e latere structas licet videre: etprimum Athenis murum, qui spectat adHymettum montem et Pentelensem; item Patris inaede Iovis et Herculis latericias cellas, cum circalapidea in aede epistylia sint et columnae; in ItaliaArretio vetustum egregie factum murum. Trallibusdomus regibus Attalicis facta, quae adhabitandum semper datur ei, qui civitatis geritsacerdotium. item Lacedaemone e quibusdamparietibus etiam picturae excisae intersectislateribus inclusae sunt in ligneis formis et incomitium ad ornatum aedilitatis Varronis etMurenae fuerunt adlatae.","Some pictures painted on brick walls at Sparta, after being cut out, were packed up in wooden cases and transported to the Comitium to grace the Ædileship of Varro and Murena.",
Vitruvius,De Architectura,2,8,20,"Craticii vero velim quidem ne inventi essent; quantum enim celeritate et loci laxamentoprosunt, tanto maiori et communi sunt calamitati, quod ad incendia uti faces sunt parati. itaquesatius esse videtur inpensa testaceorum insumptu, quam compendio craticiorum esse inpericulo. etiamque in tectoriis operibus rimas hifaciunt arrectariorum et transversariorumdispositione. cum enim linuntur, recipientesumorem turgescunt, deinde siccescendocontrahuntur et ita extenuati disrumpunttectoriorum soliditatem. sed quoniam nonnullosceleritas aut inopia aut in pendenti loco dissaeptiocogit, sic erit faciundum. solum substruatur aliae, ut sit intactum ab rudere et pavimento; obrutaenim in his cum sunt, vetustate marcida fiunt; deinde subsidentia proclinantur et disrumpuntspeciem tectoriorum.  De parietibus et apparitione generatim materiae eorum, quibus sint virtutibus et vitiis, quemadmodum potui, exposui; de contignationibus autem et copiis earum, quibus comparentur, ut ad vetustatem non sint infirmae, uti natura rerum monstrat, explicabo.","Walls moreover, of this sort, that are covered with plaster are always full of cracks, arising from the crossing of the laths; for when the plastering is laid on wet, it swells the wood, which contracts as the work dries, breaking the plastering.",
Vitruvius,De Architectura,2,9,10,"Alnus autem, quae proxima fluminum ripisprocreatur et minime materies utilis videtur, habet in se egregias rationes. etenim est aere etigni plurimo temperata, non multum terreno, umore paulo. itaque in palustribus locis infrafundamenta aedificiorum palationibus crebre fixa, recipiens in se quod minus habet in corporeliquoris, permanet inmortalis ad aeternitatem etsustinet inmania pondera structurae et sine vitiisconservat. ita quae non potest extra terrampaulum tempus durare, ea in umore obrutapermanet ad diuturnitatem."," The alder, which grows on the banks of rivers, and is to appearance an almost useless wood, possesses nevertheless most excellent qualities, inasmuch as it contains much air and fire, not a great deal of earth, and less water.",
Vitruvius,De Architectura,2,9,14,"Larix vero, qui non est notus nisi îs municipalibus, qui sunt circa ripam fluminis Padi et litora marisHadriani, non solum ab suci vehementi amaritateab carie aut tinea non nocetur, sed etiamflammam ex igni non recipit, nec ipse per sepotest ardere, nisi uti saxum in fornace ad calcemcoquendam aliis lignis uratur; nec tamen tuncflammam recipit nec carbonem remittit, sed longospatio tarde comburitur. namque ea materies, quod est minima ignis et aeris e principiistemperatura, umore autem et terreno est spissesolidata, non habet spatia foraminum, qua possitignis penetrare, reicitque eius vim nec patitur abeo sibi cito noceri, propterque pondus ab aquanon sustinetur, sed cum portatur, aut in navibusaut supra abiegnas rates conlocatur.","The larch, which is only known in the districts on the banks of the Po and the shores of the Adriatic, on account of the extreme bitterness of its juices, is not subject to rot and attack of the worm, neither will it take fire or burn of itself, but can only be consumed with other wood, as stone is burnt for lime in a furnace; nor even then does it emit flame nor yield charcoal, but, after a long time, gradually consumes away, from the circumstance of its containing very little fire and air.",
Vitruvius,De Architectura,2,9,15,"Ea autem materies quemadmodum sit inventa, estcausa cognoscere. divus Caesar cum exercitumhabuisset circa Alpes imperavissetque municipiispraestare commeatus, ibique esset castellummunitum, quod vocaretur Larignum, tunc, qui ineo fuerunt, naturali munitione confisi nolueruntimperio parere. itaque imperator copias iussitadmoveri. erat autem ante eius castelli portamturris ex hac materia alternis trabibus transversisuti pyra inter se composita alte, uti possent desummo sudibus et lapidibus accedentes repellere. tunc vero cum animadversum est alia eos telapraeter sudes non habere neque posse longius amuro propter pondus iaculari, imperatum estfasciculos ex virgis alligatos et faces ardentes adeam munitionem accedentes mittere.","This property of the wood was discovered under the following circumstances. Julius Cæsar, being with his army near the Alps, ordered the towns to supply him with provisions. ",
